sensorId,time,lapId,units,sensorValue,session
tempBackLeft,16:10:00.702,1,degreeCel,20.16562,R1
tempFrontRight,16:10:00.703,1,degreeCel,20.3932,R1
tempFrontRight,16:10:00.725,1,degreeCel,20.34941,R1
tempBackLeft,16:10:00.742,1,degreeCel,20.78294,R1
tempFrontLeft,16:10:00.743,1,degreeCel,20.21668,R1
tempFrontRight,16:10:00.751,1,degreeCel,20.03302,R1
tempFrontRight,16:10:00.755,1,degreeCel,20.91325,R1
tempFrontLeft,16:10:00.759,1,degreeCel,20.56545,R1
tempFrontLeft,16:10:00.767,1,degreeCel,20.10712,R1
tempBackLeft,16:10:00.782,1,degreeCel,20.35702,R1
tempFrontLeft,16:10:00.818,1,degreeCel,20.47094,R1
tempBackRight,16:10:00.819,1,degreeCel,20.25564,R1
tempBackRight,16:10:00.833,1,degreeCel,20.2429,R1
tempBackRight,16:10:00.837,1,degreeCel,20.41207,R1
tempBackRight,16:10:00.847,1,degreeCel,20.11521,R1
tempFrontRight,16:10:00.848,1,degreeCel,20.12816,R1
tempFrontRight,16:10:00.852,1,degreeCel,20.12898,R1
tempBackLeft,16:10:00.855,1,degreeCel,20.87749,R1
tempFrontLeft,16:10:00.876,1,degreeCel,20.01389,R1
tempBackRight,16:10:00.880,1,degreeCel,20.71179,R1
tempFrontRight,16:10:00.882,1,degreeCel,20.44338,R1
tempFrontRight,16:10:00.884,1,degreeCel,20.30258,R1
tempBackRight,16:10:00.896,1,degreeCel,20.85423,R1
tempFrontLeft,16:10:00.908,1,degreeCel,20.87486,R1
tempFrontLeft,16:10:00.923,1,degreeCel,20.08078,R1
tempFrontRight,16:10:00.925,1,degreeCel,20.99015,R1
tempFrontRight,16:10:00.935,1,degreeCel,20.97408,R1
tempFrontLeft,16:10:00.943,1,degreeCel,20.06994,R1
tempBackLeft,16:10:00.953,1,degreeCel,20.774,R1
tempBackRight,16:10:00.973,1,degreeCel,20.10901,R1
tempBackLeft,16:10:00.997,1,degreeCel,20.99184,R1
tempBackLeft,16:10:01.003,1,degreeCel,20.01586,R1
tempFrontLeft,16:10:01.013,1,degreeCel,20.15553,R1
tempBackRight,16:10:01.017,1,degreeCel,20.32886,R1
tempBackRight,16:10:01.026,1,degreeCel,20.19597,R1
tempFrontLeft,16:10:01.030,1,degreeCel,20.54136,R1
tempBackRight,16:10:01.034,1,degreeCel,20.96715,R1
tempBackRight,16:10:01.042,1,degreeCel,20.95337,R1
tempFrontRight,16:10:01.051,1,degreeCel,20.00383,R1
tempFrontLeft,16:10:01.056,1,degreeCel,20.97522,R1
tempFrontRight,16:10:01.064,1,degreeCel,20.3499,R1
tempBackLeft,16:10:01.084,1,degreeCel,20.25015,R1
tempBackRight,16:10:01.093,1,degreeCel,20.03521,R1
tempFrontLeft,16:10:01.100,1,degreeCel,20.94826,R1
tempFrontRight,16:10:01.101,1,degreeCel,20.08044,R1
tempBackRight,16:10:01.102,1,degreeCel,20.08019,R1
tempBackRight,16:10:01.110,1,degreeCel,20.98629,R1
tempFrontLeft,16:10:01.110,1,degreeCel,20.65865,R1
tempBackRight,16:10:01.125,1,degreeCel,20.00344,R1
tempBackRight,16:10:01.132,1,degreeCel,20.86271,R1
tempBackRight,16:10:01.135,1,degreeCel,20.54102,R1
tempFrontLeft,16:10:01.160,1,degreeCel,20.76788,R1
tempFrontLeft,16:10:01.163,1,degreeCel,20.12123,R1
tempFrontLeft,16:10:01.167,1,degreeCel,20.50152,R1
tempBackRight,16:10:01.172,1,degreeCel,20.33036,R1
tempFrontRight,16:10:01.173,1,degreeCel,20,R1
tempFrontRight,16:10:01.199,1,degreeCel,20.47229,R1
tempFrontLeft,16:10:01.205,1,degreeCel,20.96615,R1
tempFrontRight,16:10:01.206,1,degreeCel,20.0024,R1
tempBackLeft,16:10:01.207,1,degreeCel,20.72464,R1
tempFrontLeft,16:10:01.232,1,degreeCel,20.19257,R1
tempFrontLeft,16:10:01.245,1,degreeCel,20.03149,R1
tempBackLeft,16:10:01.249,1,degreeCel,20.99183,R1
tempBackRight,16:10:01.253,1,degreeCel,20.56023,R1
tempFrontLeft,16:10:01.253,1,degreeCel,20.04339,R1
tempBackLeft,16:10:01.254,1,degreeCel,20.01276,R1
tempFrontRight,16:10:01.266,1,degreeCel,20.99155,R1
tempFrontRight,16:10:01.266,1,degreeCel,20.43655,R1
tempBackLeft,16:10:01.270,1,degreeCel,20.87889,R1
tempFrontRight,16:10:01.271,1,degreeCel,20.95365,R1
tempBackRight,16:10:01.285,1,degreeCel,20.04014,R1
tempBackLeft,16:10:01.303,1,degreeCel,20.26264,R1
tempFrontRight,16:10:01.303,1,degreeCel,20.24771,R1
tempBackRight,16:10:01.314,1,degreeCel,20.913,R1
tempBackRight,16:10:01.322,1,degreeCel,20.53661,R1
tempFrontLeft,16:10:01.330,1,degreeCel,20.07964,R1
tempFrontLeft,16:10:01.334,1,degreeCel,20.97896,R1
tempFrontLeft,16:10:01.345,1,degreeCel,20.41444,R1
tempBackRight,16:10:01.350,1,degreeCel,20.0117,R1
tempFrontRight,16:10:01.362,1,degreeCel,20.06294,R1
tempBackLeft,16:10:01.367,1,degreeCel,20.44921,R1
tempBackRight,16:10:01.391,1,degreeCel,20.00612,R1
tempFrontRight,16:10:01.409,1,degreeCel,20.23911,R1
tempBackLeft,16:10:01.412,1,degreeCel,20.18573,R1
tempBackLeft,16:10:01.428,1,degreeCel,20.99633,R1
tempBackLeft,16:10:01.430,1,degreeCel,20.82711,R1
tempFrontLeft,16:10:01.432,1,degreeCel,20.91321,R1
tempBackRight,16:10:01.433,1,degreeCel,20.04653,R1
tempBackLeft,16:10:01.453,1,degreeCel,20.90608,R1
tempBackLeft,16:10:01.454,1,degreeCel,20.94657,R1
tempBackLeft,16:10:01.474,1,degreeCel,20.99899,R1
tempFrontRight,16:10:01.474,1,degreeCel,20.05293,R1
tempFrontRight,16:10:01.482,1,degreeCel,20.71088,R1
tempFrontRight,16:10:01.492,1,degreeCel,20.73925,R1
tempFrontLeft,16:10:01.493,1,degreeCel,20.62334,R1
tempFrontRight,16:10:01.514,1,degreeCel,20.01209,R1
tempBackRight,16:10:01.515,1,degreeCel,20.56947,R1
tempBackLeft,16:10:01.515,1,degreeCel,20.60637,R1
tempFrontLeft,16:10:01.517,1,degreeCel,20.02988,R1
tempBackLeft,16:10:01.518,1,degreeCel,20.89378,R1
tempFrontRight,16:10:01.525,1,degreeCel,20.92679,R1
tempBackRight,16:10:01.529,1,degreeCel,20.82314,R1
tempFrontLeft,16:10:01.544,1,degreeCel,20.10116,R1
tempFrontLeft,16:10:01.546,1,degreeCel,20.02315,R1
tempBackRight,16:10:01.553,1,degreeCel,20.86475,R1
tempBackLeft,16:10:01.557,1,degreeCel,20.10706,R1
tempBackLeft,16:10:01.574,1,degreeCel,20.03502,R1
tempBackRight,16:10:01.576,1,degreeCel,20.79562,R1
tempFrontLeft,16:10:01.584,1,degreeCel,20.78398,R1
tempBackRight,16:10:01.594,1,degreeCel,20.48333,R1
tempFrontLeft,16:10:01.596,1,degreeCel,20.481,R1
tempFrontLeft,16:10:01.606,1,degreeCel,20.00899,R1
tempFrontRight,16:10:01.607,1,degreeCel,20.59199,R1
tempFrontRight,16:10:01.612,1,degreeCel,20.98537,R1
tempBackRight,16:10:01.621,1,degreeCel,20.00445,R1
tempBackLeft,16:10:01.625,1,degreeCel,20.51202,R1
tempBackRight,16:10:01.640,1,degreeCel,20.12602,R1
tempFrontLeft,16:10:01.650,1,degreeCel,20.99773,R1
tempBackRight,16:10:01.669,1,degreeCel,20.13544,R1
tempBackRight,16:10:01.688,1,degreeCel,20.76065,R1
tempBackRight,16:10:01.698,1,degreeCel,20.91714,R1
tempFrontLeft,16:10:01.718,1,degreeCel,20.38268,R1
tempBackRight,16:10:01.747,1,degreeCel,20.28115,R1
tempFrontLeft,16:10:01.750,1,degreeCel,20.89506,R1
tempBackLeft,16:10:01.775,1,degreeCel,20.064,R1
tempBackRight,16:10:01.789,1,degreeCel,20.69887,R1
tempBackRight,16:10:01.793,1,degreeCel,20.65117,R1
tempBackRight,16:10:01.799,1,degreeCel,20.01317,R1
tempBackRight,16:10:01.809,1,degreeCel,20.66173,R1
tempFrontLeft,16:10:01.817,2,degreeCel,20.93551,R1
tempBackLeft,16:10:01.820,2,degreeCel,20.63051,R1
tempFrontLeft,16:10:01.828,2,degreeCel,20.27346,R1
tempBackRight,16:10:01.835,2,degreeCel,20.72553,R1
tempBackRight,16:10:01.835,2,degreeCel,20.40833,R1
tempBackRight,16:10:01.863,2,degreeCel,20.83284,R1
tempBackRight,16:10:01.884,2,degreeCel,20.72873,R1
tempBackRight,16:10:01.884,2,degreeCel,20.78098,R1
tempBackLeft,16:10:01.885,2,degreeCel,20.96761,R1
tempFrontLeft,16:10:01.886,2,degreeCel,20.15129,R1
tempBackRight,16:10:01.888,2,degreeCel,20.12484,R1
tempBackLeft,16:10:01.888,2,degreeCel,20.50631,R1
tempBackRight,16:10:01.890,2,degreeCel,20.88572,R1
tempFrontLeft,16:10:01.890,2,degreeCel,20.03667,R1
tempBackLeft,16:10:01.895,2,degreeCel,20.04081,R1
tempFrontRight,16:10:01.906,2,degreeCel,20.61494,R1
tempBackRight,16:10:01.912,2,degreeCel,20.33187,R1
tempFrontRight,16:10:01.927,2,degreeCel,20.98427,R1
tempFrontLeft,16:10:01.930,2,degreeCel,20.82819,R1
tempBackRight,16:10:01.932,2,degreeCel,20.07425,R1
tempFrontRight,16:10:01.963,2,degreeCel,20.91082,R1
tempFrontLeft,16:10:01.970,2,degreeCel,20.04473,R1
tempFrontRight,16:10:01.971,2,degreeCel,20.02066,R1
tempFrontLeft,16:10:01.978,2,degreeCel,20.22215,R1
tempFrontLeft,16:10:01.985,2,degreeCel,20.75089,R1
tempBackRight,16:10:01.994,2,degreeCel,20.80649,R1
tempFrontLeft,16:10:01.995,2,degreeCel,20.40232,R1
tempBackLeft,16:10:01.997,2,degreeCel,20.83625,R1
tempBackRight,16:10:02.003,2,degreeCel,20.73596,R1
tempBackRight,16:10:02.014,2,degreeCel,20.32525,R1
tempBackLeft,16:10:02.031,2,degreeCel,20.23961,R1
tempBackLeft,16:10:02.034,2,degreeCel,20.39529,R1
tempFrontLeft,16:10:02.042,2,degreeCel,20.88173,R1
tempBackRight,16:10:02.057,2,degreeCel,20.96259,R1
tempBackLeft,16:10:02.059,2,degreeCel,20.33295,R1
tempFrontLeft,16:10:02.062,2,degreeCel,20.73249,R1
tempBackRight,16:10:02.065,2,degreeCel,20.11026,R1
tempBackLeft,16:10:02.074,2,degreeCel,20.20916,R1
tempFrontLeft,16:10:02.076,2,degreeCel,20.70832,R1
tempFrontLeft,16:10:02.081,2,degreeCel,20.99746,R1
tempFrontLeft,16:10:02.090,2,degreeCel,20.13367,R1
tempFrontLeft,16:10:02.093,2,degreeCel,20.70179,R1
tempBackRight,16:10:02.098,2,degreeCel,20.85286,R1
tempFrontRight,16:10:02.124,2,degreeCel,20.02857,R1
tempBackLeft,16:10:02.132,2,degreeCel,20.71174,R1
tempFrontLeft,16:10:02.133,2,degreeCel,20.41,R1
tempBackRight,16:10:02.138,2,degreeCel,20.91344,R1
tempBackLeft,16:10:02.159,2,degreeCel,20.83203,R1
tempFrontRight,16:10:02.196,2,degreeCel,20.12319,R1
tempFrontLeft,16:10:02.196,2,degreeCel,20.56748,R1
tempBackLeft,16:10:02.207,2,degreeCel,20.29219,R1
tempFrontRight,16:10:02.220,2,degreeCel,20.93751,R1
tempFrontLeft,16:10:02.228,2,degreeCel,20.70518,R1
tempFrontLeft,16:10:02.230,2,degreeCel,20.8774,R1
tempBackRight,16:10:02.234,2,degreeCel,20.95958,R1
tempFrontRight,16:10:02.247,2,degreeCel,20.33731,R1
tempFrontRight,16:10:02.253,2,degreeCel,20.15527,R1
tempBackLeft,16:10:02.259,2,degreeCel,20.31978,R1
tempBackLeft,16:10:02.276,2,degreeCel,20.53505,R1
tempFrontLeft,16:10:02.301,2,degreeCel,20.07733,R1
tempBackRight,16:10:02.316,2,degreeCel,20.21023,R1
tempBackRight,16:10:02.316,2,degreeCel,20.0461,R1
tempFrontRight,16:10:02.319,2,degreeCel,20.81996,R1
tempFrontRight,16:10:02.330,2,degreeCel,20.06043,R1
tempBackLeft,16:10:02.338,2,degreeCel,20.64956,R1
tempFrontLeft,16:10:02.339,2,degreeCel,20.94843,R1
tempFrontLeft,16:10:02.362,2,degreeCel,20.40458,R1
tempBackLeft,16:10:02.376,2,degreeCel,20.85081,R1
tempFrontLeft,16:10:02.414,2,degreeCel,20.15956,R1
tempFrontLeft,16:10:02.416,2,degreeCel,20.86647,R1
tempBackRight,16:10:02.416,2,degreeCel,20.35392,R1
tempBackRight,16:10:02.417,2,degreeCel,20.57465,R1
tempBackRight,16:10:02.426,2,degreeCel,20.70073,R1
tempBackLeft,16:10:02.430,2,degreeCel,20.1788,R1
tempBackRight,16:10:02.434,2,degreeCel,20.28988,R1
tempBackLeft,16:10:02.440,2,degreeCel,20.66359,R1
tempBackRight,16:10:02.448,2,degreeCel,20.35775,R1
tempFrontRight,16:10:02.454,2,degreeCel,20.98134,R1
tempFrontRight,16:10:02.464,2,degreeCel,20.25269,R1
tempFrontRight,16:10:02.474,2,degreeCel,20.08392,R1
tempFrontLeft,16:10:02.478,2,degreeCel,20.92317,R1
tempFrontRight,16:10:02.489,2,degreeCel,20.56014,R1
tempBackLeft,16:10:02.500,2,degreeCel,20.99903,R1
tempBackRight,16:10:02.529,2,degreeCel,20.38643,R1
tempFrontLeft,16:10:02.534,2,degreeCel,20.84959,R1
tempFrontRight,16:10:02.546,2,degreeCel,20.12628,R1
tempBackLeft,16:10:02.574,2,degreeCel,20.01781,R1
tempFrontLeft,16:10:02.578,2,degreeCel,20.89423,R1
tempFrontRight,16:10:02.586,2,degreeCel,20.90096,R1
tempBackLeft,16:10:02.586,2,degreeCel,20.37266,R1
tempFrontRight,16:10:02.590,2,degreeCel,20.54584,R1
tempFrontLeft,16:10:02.593,2,degreeCel,20.93111,R1
tempBackLeft,16:10:02.603,2,degreeCel,20.99937,R1
tempFrontLeft,16:10:02.612,2,degreeCel,20.55242,R1
tempFrontLeft,16:10:02.624,2,degreeCel,20.01804,R1
tempBackRight,16:10:02.627,2,degreeCel,20.0379,R1
tempBackLeft,16:10:02.630,2,degreeCel,20.39124,R1
tempFrontLeft,16:10:02.661,2,degreeCel,20.0657,R1
tempFrontLeft,16:10:02.667,2,degreeCel,20.587,R1
tempBackRight,16:10:02.672,2,degreeCel,20.72961,R1
tempBackRight,16:10:02.678,2,degreeCel,20.84703,R1
tempFrontRight,16:10:02.688,2,degreeCel,20.04412,R1
tempBackLeft,16:10:02.695,2,degreeCel,20.96189,R1
tempBackRight,16:10:02.710,2,degreeCel,20.7208,R1
tempFrontLeft,16:10:02.777,2,degreeCel,20.17816,R1
tempFrontRight,16:10:02.829,2,degreeCel,20.86601,R1
tempBackRight,16:10:02.839,2,degreeCel,20.60939,R1
tempFrontRight,16:10:02.844,2,degreeCel,20.68748,R1
tempFrontRight,16:10:02.863,2,degreeCel,20.57537,R1
tempBackRight,16:10:02.865,2,degreeCel,20.76731,R1
tempBackLeft,16:10:02.870,2,degreeCel,20.04888,R1
tempFrontRight,16:10:02.872,2,degreeCel,20.00247,R1
tempBackLeft,16:10:02.898,2,degreeCel,20.25468,R1
tempBackRight,16:10:02.900,2,degreeCel,20.76083,R1
tempBackLeft,16:10:02.905,2,degreeCel,20.55486,R1
tempBackLeft,16:10:02.917,2,degreeCel,20.94701,R1
tempBackLeft,16:10:02.936,2,degreeCel,20.12513,R1
tempFrontLeft,16:10:02.954,2,degreeCel,20.99717,R1
tempBackLeft,16:10:02.967,2,degreeCel,20.08826,R1
tempFrontRight,16:10:02.968,2,degreeCel,20.97445,R1
tempBackRight,16:10:02.983,2,degreeCel,20.22525,R1
tempFrontRight,16:10:02.991,2,degreeCel,20.85428,R1
tempFrontLeft,16:10:02.994,2,degreeCel,20.10261,R1
tempBackRight,16:10:03.002,2,degreeCel,20.06418,R1
tempFrontRight,16:10:03.004,2,degreeCel,20.22311,R1
tempFrontLeft,16:10:03.015,2,degreeCel,20.3536,R1
tempFrontLeft,16:10:03.035,2,degreeCel,20.53906,R1
tempFrontRight,16:10:03.042,2,degreeCel,20.17003,R1
tempFrontRight,16:10:03.098,2,degreeCel,20.67214,R1
tempFrontRight,16:10:03.101,2,degreeCel,20.96739,R1
tempBackRight,16:10:03.120,2,degreeCel,20.05824,R1
tempFrontRight,16:10:03.122,2,degreeCel,20.36413,R1
tempBackLeft,16:10:03.123,2,degreeCel,20.367,R1
tempFrontLeft,16:10:03.133,2,degreeCel,20.92918,R1
tempFrontRight,16:10:03.141,2,degreeCel,20.85547,R1
tempFrontLeft,16:10:03.145,2,degreeCel,20.3007,R1
tempBackLeft,16:10:03.153,2,degreeCel,20.16521,R1
tempBackRight,16:10:03.159,2,degreeCel,20.44408,R1
tempBackRight,16:10:03.166,2,degreeCel,20.87209,R1
tempFrontRight,16:10:03.168,2,degreeCel,20.52351,R1
tempFrontLeft,16:10:03.170,2,degreeCel,20.09803,R1
tempBackRight,16:10:03.176,2,degreeCel,20.53546,R1
tempBackLeft,16:10:03.213,2,degreeCel,20.13013,R1
tempFrontRight,16:10:03.237,2,degreeCel,20.74503,R1
